title,premiered,image_url,studios,type,rating,score,scored by,rank,popularity,members,favorites,genres
Ai Shimai 2: Futari no Kajitsu,,https://cdn.myanimelist.net/images/anime/1/1635.jpg,Actas,OVA,Rx - Hentai,6.53,3167,,5081,7065,30,Hentai;
Ai Shimai: Futari no Kajitsu,,https://cdn.myanimelist.net/images/anime/2/41643.jpg,Office Take Off,OVA,Rx - Hentai,6.52,3976,,4675,8700,39,Hentai;
Ai Shoujo Pollyanna Story,Winter 1986,https://cdn.myanimelist.net/images/anime/13/71674.jpg,Nippon Animation,TV,G - All Ages,6.96,1379,3758,6559,3771,14,Drama;Historical;Slice of Life;
Ai Shoujo Pollyanna Story Specials,,https://cdn.myanimelist.net/images/anime/5/63433.jpg,Nippon Animation,Special,G - All Ages,,,10181,11862,372,1,Drama;Historical;Slice of Life;
Ai Tenchi Muyou!,Fall 2014,https://cdn.myanimelist.net/images/anime/12/67801.jpg,AIC Plus+,TV,PG-13 - Teens 13 or older,6.21,7018,7092,2928,24724,46,Comedy;Sci-Fi;Shounen;
Ai Tenshi Densetsu Wedding Peach,Spring 1995,https://cdn.myanimelist.net/images/anime/7/20446.jpg,OLM,TV,G - All Ages,6.72,7048,4750,3573,16557,109,Adventure;Magic;Comedy;Romance;Shoujo;
Ai Tenshi Densetsu Wedding Peach Specials,,https://cdn.myanimelist.net/images/anime/10/66119.jpg,OLM,Special,G - All Ages,6.16,279,7287,9674,999,2,Adventure;Comedy;Magic;Romance;Shoujo;
Ai to Yuuki no Pig Girl Tonde Buurin,Fall 1994,https://cdn.myanimelist.net/images/anime/7/51421.jpg,Nippon Animation,TV,G - All Ages,6.65,3404,5077,4846,7917,37,Parody;Adventure;Fantasy;Magic;Comedy;Romance;School;Shoujo;
Ai Yori Aoshi: Enishi,Fall 2003,https://cdn.myanimelist.net/images/anime/10/71425.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.19,26769,2801,2011,47816,78,Comedy;Drama;Harem;Romance;Slice of Life;
Ai Yori Aoshi: Enishi - Miyuki,,https://cdn.myanimelist.net/images/anime/7/10173.jpg,J.C.Staff,Special,PG-13 - Teens 13 or older,6.97,8180,3714,3701,15226,18,Comedy;Drama;Romance;
Ai Yori Aoshi: Yumegatari,,https://cdn.myanimelist.net/images/anime/2/15405.jpg,J.C.Staff,Special,PG-13 - Teens 13 or older,6.82,4056,4281,4632,8858,10,Comedy;Harem;Romance;Slice of Life;
Aigan Kaijuu,Fall 2018,https://cdn.myanimelist.net/images/anime/1557/95194.jpg,Shimogumi,TV,PG-13 - Teens 13 or older,,,10183,12609,272,0,Comedy;Parody;Fantasy;
Aihime Megohime,,https://cdn.myanimelist.net/images/anime/1370/102722.jpg,Gaina,ONA,None,,,10184,14414,161,0,Historical;Fantasy;
AIKa,,https://cdn.myanimelist.net/images/anime/11/61673.jpg,Studio Fantasia,OVA,R+ - Mild Nudity,5.97,11093,7908,2934,24613,45,Action;Ecchi;Adventure;Comedy;Sci-Fi;
AIKa R-16: Virgin Mission,,https://cdn.myanimelist.net/images/anime/3/9069.jpg,Studio Fantasia,OVA,R+ - Mild Nudity,6.02,7905,7778,3435,17906,31,Action;Ecchi;Comedy;
AIKa Zero,,https://cdn.myanimelist.net/images/anime/2/14628.jpg,Studio Fantasia,OVA,R+ - Mild Nudity,5.98,5410,7876,3886,13629,23,Action;Ecchi;Adventure;Comedy;
AIKa Zero Picture Drama,,https://cdn.myanimelist.net/images/anime/10/17813.jpg,Studio Fantasia,Special,R+ - Mild Nudity,5.66,1429,8715,6575,3742,9,Ecchi;
AIKa: Special Trial,,https://cdn.myanimelist.net/images/anime/3/82431.jpg,Studio Fantasia,Special,R+ - Mild Nudity,5.7,2437,8617,5601,5569,4,Ecchi;
Aikatsu Friends!,Spring 2018,https://cdn.myanimelist.net/images/anime/1198/90430.jpg,Bandai Namco Pictures,TV,PG - Children,7.22,1390,2685,5074,7104,60,Music;Slice of Life;School;Shoujo;
Aikatsu Friends!: Kagayaki no Jewel,Spring 2019,https://cdn.myanimelist.net/images/anime/1391/100465.jpg,Bandai Namco Pictures,TV,PG - Children,6.95,804,3794,7384,2668,12,Music;Slice of Life;School;Shoujo;
Aikatsu Stars!,Spring 2016,https://cdn.myanimelist.net/images/anime/12/78658.jpg,Bandai Namco Pictures,TV,PG - Children,7.63,2247,1228,4094,11983,206,Music;School;Shoujo;Slice of Life;
Aikatsu Stars! Movie,,https://cdn.myanimelist.net/images/anime/6/82689.jpg,Bandai Namco Pictures,Movie,PG - Children,7.36,1078,2092,6956,3231,17,Music;School;Shoujo;Slice of Life;
Aikatsu!,Fall 2012,https://cdn.myanimelist.net/images/anime/6/74783.jpg,Sunrise,TV,PG - Children,7.43,6167,1821,2711,28324,684,Music;School;Shoujo;Slice of Life;
Aikatsu! Movie,,https://cdn.myanimelist.net/images/anime/2/68463.jpg,Sunrise,Movie,PG - Children,7.42,2323,1861,5778,5183,31,Slice of Life;Music;School;Shoujo;
Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,,https://cdn.myanimelist.net/images/anime/6/74230.jpg,Bandai Namco Pictures,Movie,PG - Children,6.99,766,3644,7753,2287,4,Music;Shoujo;
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,,https://cdn.myanimelist.net/images/anime/7/69345.jpg,Sunrise,Special,PG - Children,6.67,321,4988,9160,1279,0,Music;School;Shoujo;
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,,https://cdn.myanimelist.net/images/anime/12/78662.jpg,Bandai Namco Pictures,Movie,PG - Children,7.29,741,2407,7939,2127,2,Music;Slice of Life;School;Shoujo;
Aikodesho,,https://cdn.myanimelist.net/images/anime/2/77796.jpg,Asahi Production,Music,G - All Ages,,,10186,13454,211,2,Kids;Music;
Air,Winter 2005,https://cdn.myanimelist.net/images/anime/8/22059.jpg,Kyoto Animation,TV,PG-13 - Teens 13 or older,7.35,126405,2140,447,238522,2631,Slice of Life;Supernatural;Drama;Romance;
Air Gear,Spring 2006,https://cdn.myanimelist.net/images/anime/11/18227.jpg,Toei Animation,TV,R+ - Mild Nudity,7.57,140535,1388,377,269762,3531,Action;Comedy;Ecchi;Shounen;Sports;
Air Gear Special,,https://cdn.myanimelist.net/images/anime/1902/97393.jpg,Toei Animation,Special,R+ - Mild Nudity,7.33,22219,2240,2207,40968,93,Sports;Shounen;
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,,https://cdn.myanimelist.net/images/anime/8/74158.jpg,Satelight,OVA,R+ - Mild Nudity,7.66,27360,1145,1858,53745,148,Action;Comedy;Ecchi;Shounen;Sports;
Air in Summer,,https://cdn.myanimelist.net/images/anime/2/82726.jpg,Kyoto Animation,Special,PG-13 - Teens 13 or older,7.36,21278,2099,2401,35201,44,Romance;Supernatural;Comedy;Historical;Drama;
Air Master,Spring 2003,https://cdn.myanimelist.net/images/anime/2/21019.jpg,Toei Animation,TV,R - 17+ (violence & profanity),7.06,11778,3362,2636,29771,138,Action;Comedy;Martial Arts;Seinen;
Air Movie,,https://cdn.myanimelist.net/images/anime/10/26507.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,7.29,28673,2412,1889,52189,120,Drama;Romance;Supernatural;
Air Recap,,https://cdn.myanimelist.net/images/anime/12/87100.jpg,Kyoto Animation,Special,G - All Ages,6.36,1678,6436,6073,4549,2,Supernatural;Drama;Romance;
Aisai Nikki,,https://cdn.myanimelist.net/images/anime/1460/103794.jpg,G-Lam,OVA,Rx - Hentai,6.46,3263,,4867,7860,46,Hentai;
Aishen Qiaokeli-ing...,,https://cdn.myanimelist.net/images/anime/6/78011.jpg,G.CMay Animation & Film,ONA,PG-13 - Teens 13 or older,7.1,16130,3187,2107,44075,178,Harem;Comedy;Romance;School;
Aishen Qiaokeli-ing...II,,https://cdn.myanimelist.net/images/anime/5/89258.jpg,G.CMay Animation & Film,ONA,PG-13 - Teens 13 or older,7.37,5581,2043,3657,15705,56,Harem;Comedy;Romance;School;
Aishite Knight,Spring 1983,https://cdn.myanimelist.net/images/anime/7/30629.jpg,Toei Animation,TV,PG - Children,6.74,2166,4649,5514,5789,36,Comedy;Romance;Shoujo;
Aishiteruze Baby★★,Spring 2004,https://cdn.myanimelist.net/images/anime/2/69665.jpg,TMS Entertainment,TV,PG-13 - Teens 13 or older,7.51,43021,1564,1361,82509,550,Comedy;Drama;Romance;Shoujo;
Aitsu to Lullaby: Suiyobi no Cinderella,,https://cdn.myanimelist.net/images/anime/5/69915.jpg,Studio Pierrot,Movie,PG-13 - Teens 13 or older,,,10192,11524,430,0,Romance;Drama;Shounen;
Aiura,Spring 2013,https://cdn.myanimelist.net/images/anime/4/60699.jpg,LIDENFILMS,TV,G - All Ages,6.73,29541,4696,1657,62768,140,Comedy;School;Shounen;Slice of Life;
Ajimu: Kaigan Monogatari,,https://cdn.myanimelist.net/images/anime/12/10174.jpg,Actas,ONA,PG-13 - Teens 13 or older,6.41,5063,6210,4090,11984,22,Comedy;Drama;Romance;School;
Ajin,Winter 2016,https://cdn.myanimelist.net/images/anime/13/77968.jpg,Polygon Pictures,TV,R - 17+ (violence & profanity),7.57,176901,1388,265,364293,2297,Action;Mystery;Horror;Supernatural;Seinen;
Ajin 2nd Season,Fall 2016,https://cdn.myanimelist.net/images/anime/12/81858.jpg,Polygon Pictures,TV,R - 17+ (violence & profanity),7.78,102202,887,609,183329,452,Action;Horror;Mystery;Seinen;Supernatural;
Ajin 2nd Season OVA,,https://cdn.myanimelist.net/images/anime/6/88499.jpg,Polygon Pictures,OVA,R - 17+ (violence & profanity),7.15,1941,2979,5027,7272,4,Action;Mystery;Horror;Supernatural;Seinen;
Ajin OVA,,https://cdn.myanimelist.net/images/anime/12/79906.jpg,Polygon Pictures,OVA,R - 17+ (violence & profanity),7.3,12840,2356,2439,34142,26,Action;Mystery;Horror;Supernatural;Seinen;
Ajin Part 1: Shoudou,,https://cdn.myanimelist.net/images/anime/6/77205.jpg,Polygon Pictures,Movie,R - 17+ (violence & profanity),7.58,12515,1355,2442,34100,46,Action;Horror;Mystery;Seinen;Supernatural;
Ajin Part 2: Shoutotsu,,https://cdn.myanimelist.net/images/anime/9/79908.jpg,Polygon Pictures,Movie,None,7.33,3427,2241,3335,18978,12,Action;Horror;Mystery;Seinen;Supernatural;
Ajin Part 3: Shougeki,,https://cdn.myanimelist.net/images/anime/5/85580.jpg,Polygon Pictures,Movie,None,7.34,2743,2197,3498,17267,12,Action;Horror;Mystery;Seinen;Supernatural;
Akachan to Boku,Summer 1996,https://cdn.myanimelist.net/images/anime/2/49693.jpg,Studio Pierrot,TV,G - All Ages,7.92,5321,639,3811,14270,110,Comedy;Drama;Shoujo;
Akagami no Shirayuki-hime,Summer 2015,https://cdn.myanimelist.net/images/anime/10/75764.jpg,Bones,TV,PG-13 - Teens 13 or older,7.85,166075,735,287,347002,4533,Fantasy;Romance;Drama;Shoujo;
Akagami no Shirayuki-hime 2nd Season,Winter 2016,https://cdn.myanimelist.net/images/anime/12/77834.jpg,Bones,TV,PG-13 - Teens 13 or older,8.07,101508,454,596,188251,1281,Drama;Romance;Fantasy;Shoujo;
Akagami no Shirayuki-hime: Nandemonai Takaramono,,,,,,,,,,,,
Akage no Anne,Winter 1979,https://cdn.myanimelist.net/images/anime/4/8707.jpg,Nippon Animation,TV,G - All Ages,7.71,5179,1026,3416,18093,402,Drama;Historical;Slice of Life;
Akage no Anne Specials,,https://cdn.myanimelist.net/images/anime/3/60943.jpg,Nippon Animation,Special,G - All Ages,6.17,169,7246,10360,717,1,Drama;Historical;Kids;Shoujo;Slice of Life;
Akage no Anne: Green Gables e no Michi,,https://cdn.myanimelist.net/images/anime/4/24808.jpg,Nippon Animation,Movie,G - All Ages,6.7,463,4843,7997,2079,2,Adventure;Slice of Life;Historical;Shoujo;
Akahori Gedou Hour Rabuge,Summer 2005,https://cdn.myanimelist.net/images/anime/4/75541.jpg,Radix,TV,PG-13 - Teens 13 or older,6.19,1087,7173,6114,4466,6,Comedy;Magic;Parody;
Akai Hayate,,https://cdn.myanimelist.net/images/anime/1926/94933.jpg,Studio Pierrot,OVA,R+ - Mild Nudity,5.53,399,9008,8806,1482,0,Action;Martial Arts;Super Power;
Akai Kiba: Blue Sonnet,,https://cdn.myanimelist.net/images/anime/7/41071.jpg,Tatsunoko Production,OVA,R+ - Mild Nudity,6.09,563,7568,8569,1630,1,Action;Drama;Sci-Fi;Shoujo;Super Power;
Akai Koudan Zillion,Spring 1987,https://cdn.myanimelist.net/images/anime/8/41797.jpg,Production I.G,TV,PG-13 - Teens 13 or older,6.63,785,5171,6724,3517,14,Action;Military;Sci-Fi;Adventure;
Akai Koudan Zillion Recaps,,https://cdn.myanimelist.net/images/anime/9/45843.jpg,Production I.G,Special,PG-13 - Teens 13 or older,,,10199,11100,521,1,Sci-Fi;Adventure;
Akai Koudan Zillion: Utahime Yakyoku,,https://cdn.myanimelist.net/images/anime/5/28508.jpg,Production I.G,Special,PG-13 - Teens 13 or older,6.02,313,7779,9819,925,1,Sci-Fi;Adventure;
Akai Shouzou: Char,,,,,,,,,,,,
Akame ga Kill!,Summer 2014,https://cdn.myanimelist.net/images/anime/1429/95946.jpg,White Fox,TV,R - 17+ (violence & profanity),7.66,632419,1146,24,1045344,18544,Action;Adventure;Drama;Fantasy;Shounen;
Akame ga Kill! Recap,,https://cdn.myanimelist.net/images/anime/1567/102409.jpg,White Fox,Special,R - 17+ (violence & profanity),6.79,9497,4400,3000,23520,44,Action;Adventure;Fantasy;
Akame ga Kill!: AkaKill! Gekijou,,https://cdn.myanimelist.net/images/anime/6/64537.jpg,C-Station,ONA,PG-13 - Teens 13 or older,6.62,21486,5217,2180,41739,54,Comedy;
Akane Maniax,,https://cdn.myanimelist.net/images/anime/6/5237.jpg,Silver,OVA,PG-13 - Teens 13 or older,5.77,8374,8436,3595,16349,13,Comedy;Mecha;Romance;
Akaneiro ni Somaru Saka,Fall 2008,https://cdn.myanimelist.net/images/anime/9/21525.jpg,TNK,TV,R+ - Mild Nudity,6.53,67190,5637,942,123251,251,Harem;Comedy;Romance;Ecchi;School;
Akaneiro ni Somaru Saka: Hardcore,,https://cdn.myanimelist.net/images/anime/11/12090.jpg,TNK,Special,R+ - Mild Nudity,6.46,18889,5990,2440,34140,35,Comedy;Ecchi;Harem;Romance;
Akanesasu Shoujo,Fall 2018,https://cdn.myanimelist.net/images/anime/1210/95781.jpg,DandeLion Animation Studio,TV,PG-13 - Teens 13 or older,6.53,7528,5640,2843,25895,49,Action;School;Sci-Fi;
Akatsuki no Yona,Fall 2014,https://cdn.myanimelist.net/images/anime/9/64225.jpg,Studio Pierrot,TV,PG-13 - Teens 13 or older,8.11,220581,404,177,454727,10360,Action;Adventure;Comedy;Fantasy;Romance;Shoujo;
Akatsuki no Yona OVA,,https://cdn.myanimelist.net/images/anime/8/75974.jpg,Studio Pierrot,OVA,PG-13 - Teens 13 or older,8.13,37639,388,1475,74087,275,Action;Comedy;Fantasy;Shoujo;
Akazukin Chacha,Winter 1994,https://cdn.myanimelist.net/images/anime/8/2792.jpg,Gallop,TV,G - All Ages,7.42,3470,1863,4272,10774,81,Adventure;Comedy;Fantasy;Magic;Romance;Shoujo;
Akazukin Chacha OVA,,https://cdn.myanimelist.net/images/anime/4/23206.jpg,Gallop,OVA,G - All Ages,7.08,807,3282,7972,2102,4,Comedy;Fantasy;Magic;
Akazukin Chanto Manabou! Koutsuu Rule,,https://cdn.myanimelist.net/images/anime/9/74430.jpg,Toei Animation,OVA,G - All Ages,,,10204,14675,143,0,Drama;Kids;
AKB0048,Spring 2012,https://cdn.myanimelist.net/images/anime/3/74157.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.43,22231,1822,1941,50222,658,Music;Sci-Fi;
Aki no Kanade,,https://cdn.myanimelist.net/images/anime/9/72481.jpg,J.C.Staff,Movie,PG-13 - Teens 13 or older,7.07,8112,3317,3564,16607,25,Slice of Life;Music;School;
Akibakei Kanojo,,https://cdn.myanimelist.net/images/anime/1561/103796.jpg,Image House,OVA,Rx - Hentai,6.76,5442,,3964,12865,136,Hentai;
Akiba's Trip The Animation,Winter 2017,https://cdn.myanimelist.net/images/anime/9/83185.jpg,Gonzo,TV,PG-13 - Teens 13 or older,6.64,37394,5123,1167,97110,237,Action;Comedy;Supernatural;Ecchi;
Akihabara Dennou-gumi,Spring 1998,https://cdn.myanimelist.net/images/anime/12/83429.jpg,Production Reed,TV,PG-13 - Teens 13 or older,6.59,1943,5356,5674,5412,26,Adventure;Mecha;Sci-Fi;Shoujo;
Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,,https://cdn.myanimelist.net/images/anime/1731/96495.jpg,Production I.G,Movie,PG-13 - Teens 13 or older,6.71,725,4803,8210,1886,6,Adventure;Comedy;Mecha;Sci-Fi;
Akikan!,Winter 2009,https://cdn.myanimelist.net/images/anime/5/47093.jpg,Brain's Base,TV,PG-13 - Teens 13 or older,6.24,49866,6913,1136,99984,135,Comedy;Ecchi;Fantasy;Romance;
Akikan!: Kan Ippatsu!? Onsen Panic,,https://cdn.myanimelist.net/images/anime/10/17646.jpg,Brain's Base,OVA,R+ - Mild Nudity,6.3,11806,6711,3101,21972,7,Ecchi;Comedy;
Akindo Sei no Little Peso,Spring 2017,https://cdn.myanimelist.net/images/anime/7/84307.jpg,Fanworks,TV,PG - Children,,,10206,12169,323,0,Sci-Fi;Comedy;
Aki-Sora,,https://cdn.myanimelist.net/images/anime/10/64715.jpg,Hoods Entertainment,OVA,R+ - Mild Nudity,6.13,46389,7417,1352,82809,240,Ecchi;Romance;Seinen;
Aki-Sora: Yume no Naka,,https://cdn.myanimelist.net/images/anime/12/23461.jpg,Hoods Entertainment,OVA,R+ - Mild Nudity,6.22,33001,,1805,55865,114,Ecchi;Romance;Seinen;Yuri;
Akkun to Kanojo,Spring 2018,https://cdn.myanimelist.net/images/anime/1404/90601.jpg,Yumeta Company,TV,PG-13 - Teens 13 or older,6.86,24736,4128,1613,65480,111,Comedy;Josei;Romance;School;
A-Ko The Versus,,https://cdn.myanimelist.net/images/anime/2/41427.jpg,Studio Fantasia,OVA,PG-13 - Teens 13 or older,6.33,1712,6579,6583,3718,4,Action;Adventure;Comedy;Romance;Sci-Fi;Super Power;
Aku no Hana,Spring 2013,https://cdn.myanimelist.net/images/anime/8/50559.jpg,Zexcs,TV,R - 17+ (violence & profanity),7.16,49397,2939,837,138274,2141,Psychological;Drama;Romance;School;Shounen;
Akubi Girl,Spring 2006,https://cdn.myanimelist.net/images/anime/1921/100647.jpg,Tatsunoko Production,TV,PG - Children,6.03,146,7752,10797,591,0,Comedy;Fantasy;
Akubi wo Suru ni wa Wake ga Aru,,https://cdn.myanimelist.net/images/anime/1857/93622.jpg,Gaina,Unknown,None,,,,10858,580,0,Sports;Drama;
Akuemon,,https://cdn.myanimelist.net/images/anime/3/87863.jpg,Tezuka Productions,OVA,PG-13 - Teens 13 or older,6.06,445,7664,9822,926,1,Fantasy;Romance;
Akuma no Kimuraa-hen,,https://cdn.myanimelist.net/images/anime/1986/91788.jpg,HOTZIPANG,Special,G - All Ages,6.66,634,5032,8920,1416,3,Demons;Parody;
Akuma no Memumemu-chan,,https://cdn.myanimelist.net/images/anime/5/89217.jpg,Shaft,ONA,PG-13 - Teens 13 or older,5.74,1138,8516,7717,2322,2,Comedy;Demons;Ecchi;Shounen;
Akuma no Riddle,Spring 2014,https://cdn.myanimelist.net/images/anime/6/60479.jpg,Diomedea,TV,R - 17+ (violence & profanity),6.69,93991,4891,562,197873,952,Action;School;Shoujo Ai;
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,,https://cdn.myanimelist.net/images/anime/11/63653.jpg,Diomedea,Special,R - 17+ (violence & profanity),6.58,15447,5405,2622,30088,46,Action;Ecchi;Comedy;Shoujo Ai;
Akuma to Himegimi,,https://cdn.myanimelist.net/images/anime/4/61547.jpg,Toei Animation,Movie,PG-13 - Teens 13 or older,,,10215,12518,281,1,Comedy;Shoujo;
Akuma Tou no Prince: Mitsume ga Tooru,,https://cdn.myanimelist.net/images/anime/5/52791.jpg,Toei Animation,Special,PG-13 - Teens 13 or older,5.99,104,7855,11644,408,1,Adventure;Comedy;Demons;Supernatural;
Akuma-kun,Spring 1989,https://cdn.myanimelist.net/images/anime/8/61467.jpg,Toei Animation,TV,G - All Ages,6.35,110,6481,10478,681,2,Adventure;Fantasy;Horror;Magic;Supernatural;
Akuma-kun (Movie),,https://cdn.myanimelist.net/images/anime/9/21276.jpg,Toei Animation,Movie,G - All Ages,,,10215,11712,398,0,Adventure;Horror;Supernatural;Magic;Fantasy;
Akuma-kun: Youkoso Akuma Land e!!,,https://cdn.myanimelist.net/images/anime/12/21277.jpg,Toei Animation,Movie,G - All Ages,,,10216,11884,365,0,Adventure;Horror;Supernatural;Magic;Fantasy;
Al Caral no Isan,,https://cdn.myanimelist.net/images/anime/12/13281.jpg,animate Film,OVA,R+ - Mild Nudity,5.61,218,8834,10173,779,0,Sci-Fi;Space;Seinen;
Aladdin to Mahou no Lamp no Koutsuu Anzen,,https://cdn.myanimelist.net/images/anime/9/74433.jpg,Toei Animation,OVA,G - All Ages,,,10218,14713,142,0,Drama;Fantasy;Kids;
Aldnoah.Zero,Summer 2014,https://cdn.myanimelist.net/images/anime/7/60263.jpg,A-1 Pictures,TV,R - 17+ (violence & profanity),7.49,215373,1622,239,385569,3800,Action;Military;Sci-Fi;Mecha;
Aldnoah.Zero 2nd Season,Winter 2015,https://cdn.myanimelist.net/images/anime/10/71297.jpg,A-1 Pictures,TV,R - 17+ (violence & profanity),7.04,144636,3440,452,236777,1071,Action;Mecha;Sci-Fi;Space;
Aldnoah.Zero Extra Archives,,https://cdn.myanimelist.net/images/anime/2/70417.jpg,A-1 Pictures,Special,R - 17+ (violence & profanity),6.7,3716,4844,4130,11725,9,Action;Sci-Fi;Mecha;
Alexander Senki,Summer 1999,https://cdn.myanimelist.net/images/anime/1108/95688.jpg,Madhouse,TV,R+ - Mild Nudity,5.72,2412,8569,5516,5788,23,Action;Adventure;Fantasy;Historical;Sci-Fi;Supernatural;
Alexander Senki Movie,,https://cdn.myanimelist.net/images/anime/1831/95687.jpg,Madhouse,Movie,R - 17+ (violence & profanity),6.1,416,7536,8327,1798,0,Action;Adventure;Dementia;Historical;Military;Mystery;Shounen;Supernatural;
Ali Baba to 40-hiki no Touzoku,,https://cdn.myanimelist.net/images/anime/3/6861.jpg,Toei Animation,Movie,G - All Ages,5.65,442,8739,9460,1104,1,Action;Fantasy;
Alice in Deadly School,,https://cdn.myanimelist.net/images/anime/5/81468.jpg,Hoods Entertainment,Unknown,None,,,,4670,8724,4,Comedy;School;Shounen;
Alice or Alice,Spring 2018,https://cdn.myanimelist.net/images/anime/5/89571.jpg,EMT Squared,TV,PG-13 - Teens 13 or older,5.38,9044,9309,2809,26343,37,Seinen;Slice of Life;
Alice SOS,Spring 1998,https://cdn.myanimelist.net/images/anime/7/24323.jpg,J.C.Staff,TV,G - All Ages,6.11,152,7500,9132,1291,1,Adventure;
Alice to Zouroku,Spring 2017,https://cdn.myanimelist.net/images/anime/2/84598.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.16,34049,2940,1270,88317,184,Adventure;Mystery;Seinen;
Alien 9,,https://cdn.myanimelist.net/images/anime/7/2607.jpg,J.C.Staff,OVA,R - 17+ (violence & profanity),6.67,10415,4989,2975,23911,223,Sci-Fi;Horror;Psychological;School;
Alignment You! You! The Animation,,https://cdn.myanimelist.net/images/anime/1074/103800.jpg,T-Rex,OVA,Rx - Hentai,6.82,4392,,4361,10296,82,Hentai;Demons;Supernatural;School;
All Alone With You,,https://cdn.myanimelist.net/images/anime/6/47703.jpg,8bit,Music,G - All Ages,7.26,7811,2529,3885,13629,45,Fantasy;Music;
All Out!!,Fall 2016,https://cdn.myanimelist.net/images/anime/4/78649.jpg,Madhouse,TV,PG-13 - Teens 13 or older,7.16,30319,2941,1434,76898,279,Sports;School;Seinen;
All That Gundam,,https://cdn.myanimelist.net/images/anime/4/64997.jpg,Sunrise,Special,G - All Ages,5.85,1793,8234,6382,4025,22,Action;Sci-Fi;Mecha;
Allison to Lillia,Spring 2008,https://cdn.myanimelist.net/images/anime/9/50491.jpg,Madhouse,TV,PG-13 - Teens 13 or older,7.36,12004,2098,2367,35871,157,Action;Adventure;Shounen;
Alphard x Taka no Tsume,,https://cdn.myanimelist.net/images/anime/1197/90147.jpg,DLE,ONA,G - All Ages,,,10223,12364,298,0,Cars;Parody;
